,0,1,2,3
0,0.4836221115065674,0.3960336359520428,0.5904899999999977,0.510306072017356
1,0.49498405208422147,0.2748482465946685,0.6560999999999979,0.5381512751425025
2,0.5525044254465559,-0.9835767967317393,0.7289999999999983,0.5580758967045077
3,0.6148595216892622,0.8099999999999987,0.6888060638248983,0.7017367898543421
4,0.0410931941599068,0.0,0.0,0.528585321386055
5,0.4192270745655124,-0.19,-0.1,0.059048999999999824
6,0.0,0.0,0.0,0.0
7,-0.9656631617970749,0.899999999999999,0.7215112519815615,0.6713606327483368
8,0.0,0.0,-0.34390000000000004,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.9999999999999996,0.5606892254058277,0.6712319419891163,0.7302335520970761
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,-0.19
14,0.0,0.0,0.0,0.1
15,0.0,0.056354592915999716,0.07145186433591252,0.8226601011208913
