,left,right
0,0.0,7.682978764080006e-09
1,0.0,2.5853908462290014e-07
2,8.178876990000006e-10,6.067966765950004e-06
3,0.0,9.894826167750004e-05
4,0.0,0.0012187786945419003
5,0.0,0.011273325329358003
6,0.0,0.06937212538359001
7,0.002881243539900001,0.26191845461700003
8,0.015138516870000002,0.6513215599000001
9,0.0,0.0
